id,processor_id,created_at,updated_at,hw_avail,test_sponsor,hw_model,basemean,peakmean,099_go,124_m88ksim,126_gcc,129_compress,130_li,132_ijpeg,134_perl,147_vortex,link
298,1010,"2014-11-17 00:02:59.748885","2014-11-17 00:02:59.748885",2000-05-01,"IBM; Austin;TX","RS/6000 43P-150 (250MHz)",10.9,11.1,12.6,12.9,9.87,9.78,9.2,12.5,10.8,10.1,http://www.spec.org/cpu95/results/res2000q2/cpu95-20000508-04233.html
299,1009,"2014-11-17 00:02:59.855431","2014-11-17 00:02:59.855431",1997-05-01,"IBM; Austin TX","RS/6000 43P-240 & F40 (233MHz 1 Proc.)",7.8,8.71,10.4,8.85,7.73,6.78,6.18,9.31,7.35,6.72,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01765.html
300,1006,"2014-11-17 00:02:59.876564","2014-11-17 00:02:59.876564",1996-11-01,"IBM; Austin TX","RS/6000 43P-240; F40 & H10",5.31,5.73,7.13,5.52,5.37,4.38,4.68,7.23,4.36,4.61,http://www.spec.org/cpu95/results/res96q4/cpu95-961122-01530.html
301,966,"2014-11-17 00:02:59.896354","2014-11-17 00:02:59.896354",2000-02-01,"IBM; Austin; TX","RS/6000 44P-170 (333 MHz)",18.6,19.8,20.1,22,17.9,18.2,18.4,21.5,14.5,17.6,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000124-04028.html
302,965,"2014-11-17 00:02:59.920477","2014-11-17 00:02:59.920477",2000-02-01,"IBM; Austin; TX","RS/6000 44P-270 (1 CPU)",22.6,24.3,27.3,24.8,22.5,21.9,21.3,24.6,16.6,23.4,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000124-04026.html
303,1006,"2014-11-17 00:02:59.943016","2014-11-17 00:02:59.943016",1996-11-01,"IBM; Austin TX","RS/6000 E30 & F30",5.93,6.19,8.25,5.4,6.19,5.46,4.98,7.31,5.25,5.29,http://www.spec.org/cpu95/results/res96q4/cpu95-961122-01531.html
304,1009,"2014-11-17 00:02:59.969047","2014-11-17 00:02:59.969047",1997-04-01,"IBM; Austin TX","RS/6000 E30 & F30 (233MHz 1 Proc.)",8.46,9.41,11.8,8.8,8.72,7.4,7.05,9.44,7.96,7.39,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01768.html
305,1006,"2014-11-17 00:02:59.987935","2014-11-17 00:02:59.987935",1997-04-01,"IBM; Austin TX","RS/6000 F50 (166MHz 1 Proc.)",6.79,7.52,9.67,6.49,7.53,6.03,5.5,7.91,5.98,6.1,http://www.spec.org/cpu95/results/res97q2/cpu95-970414-01769.html
306,1022,"2014-11-17 00:03:00.010831","2014-11-17 00:03:00.010831",2000-06-01,"IBM; Austin; TX","RS/6000 Model 7026-F80 (1 CPU)",18.7,21.7,27.5,16.1,21.1,21.4,15.2,15.2,17.7,17.9,http://www.spec.org/cpu95/results/res2000q2/cpu95-20000505-04223.html
307,1022,"2014-11-17 00:03:00.035218","2014-11-17 00:03:00.035218",2000-06-01,"IBM; Austin; TX","RS/6000 Model 7026-H80 (1 CPU)",18.7,21.7,27.5,16.1,21.1,21.4,15.2,15.2,17.7,17.9,http://www.spec.org/cpu95/results/res2000q2/cpu95-20000505-04213.html
308,1023,"2014-11-17 00:03:00.056400","2014-11-17 00:03:00.056400",2000-06-01,"IBM; Austin; TX","RS/6000 Model 7026-M80 (1 CPU)",20.7,24.1,30.4,17.8,23.4,23.7,16.9,16.9,19.7,20.2,http://www.spec.org/cpu95/results/res2000q2/cpu95-20000505-04227.html
309,1013,"2014-11-17 00:03:00.076527","2014-11-17 00:03:00.076527",1998-02-01,"IBM; Austin; TX","RS/6000 Model F50 (332 MHz; 1 CPU)",14,14.4,17,17.8,12.8,9.63,12.7,16.8,14.6,12.5,http://www.spec.org/cpu95/results/res98q1/cpu95-980202-02399.html
310,1013,"2014-11-17 00:03:00.109488","2014-11-17 00:03:00.109488",1998-02-01,"IBM; Austin; TX","RS/6000 Model H50 (1 CPU)",14,14.4,17,17.8,12.8,9.63,12.7,16.8,14.6,12.5,http://www.spec.org/cpu95/results/res98q1/cpu95-980202-02400.html
311,999,"2014-11-17 00:03:00.129201","2014-11-17 00:03:00.129201",1996-11-01,"IBM; Austin TX","RS/6000 Notebook 860",3.62,3.94,4.61,4.56,3.67,2.48,3.48,5.08,3.12,2.81,http://www.spec.org/cpu95/results/res96q4/cpu95-961122-01533.html
312,964,"2014-11-17 00:03:00.154256","2014-11-17 00:03:00.154256",1999-10-01,"IBM; Austin; TX","RS/6000 SP-222 MHz High Node (1 CPU)",12.8,13.9,15.3,14.2,12.3,13.6,12,14.2,9.32,12.9,http://www.spec.org/cpu95/results/res99q4/cpu95-19991105-03896.html
313,967,"2014-11-17 00:03:00.178360","2014-11-17 00:03:00.178360",2000-08-01,"IBM; Austin; TX","RS/6000 SP-375MHz High Node (1 CPU)",21.8,23.5,26.8,23.9,21.4,21.1,20.1,24.1,16.1,23,http://www.spec.org/cpu95/results/res2000q3/cpu95-20000630-04276.html
314,967,"2014-11-17 00:03:00.197506","2014-11-17 00:03:00.197506",2000-02-01,"IBM; Austin; TX","RS/6000 SP-375MHz T/W (1 CPU)",22.6,24.4,27.2,24.8,22.3,21.9,21.2,25,16.6,23.8,http://www.spec.org/cpu95/results/res2000q1/cpu95-20000110-03976.html
315,1212,"2014-11-17 00:03:00.224694","2014-11-17 00:03:00.224694",1999-03-01,"Intel Corp.","Intel MS440GX Motherboard (Pentium II Xeon 450 MHz)",19.7,19.7,20.4,19.1,18.3,15.4,23,18.1,21.5,23.2,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03498.html
316,1221,"2014-11-17 00:03:00.250207","2014-11-17 00:03:00.250207",1999-03-01,"Intel Corp.","Intel MS440GX Motherboard (Pentium III Xeon 500 MHz)",21.6,21.6,22.4,21.2,20.1,16.5,25.2,19.9,23.8,25.2,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03495.html
317,1222,"2014-11-17 00:03:00.269876","2014-11-17 00:03:00.269876",1999-04-01,"Intel Corp.","Intel MS440GX Motherboard (Pentium III Xeon 550 MHz)",23.6,23.6,24.6,23.4,21.9,18,27.8,21.7,26.1,27.2,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03493.html
318,1238,"2014-11-17 00:03:00.288752","2014-11-17 00:03:00.288752",1996-01-01,Intel,"Alder System (150MHz)",6.08,6.08,6.01,5.85,5.76,5.24,6.47,6.35,6.15,6.93,http://www.spec.org/cpu95/results/res9512/p031.html
319,1239,"2014-11-17 00:03:00.310672","2014-11-17 00:03:00.310672",1996-03-01,Intel,"Alder System (166MHz; 512KB L2)",7.11,7.11,6.98,6.51,6.55,7.45,7.68,7.1,6.84,7.93,http://www.spec.org/cpu95/results/res9512/p032.html
320,1240,"2014-11-17 00:03:00.334514","2014-11-17 00:03:00.334514",1996-05-01,Intel,"Alder System (180MHz; 256KB L2)",7.29,7.29,7.27,7.02,6.91,6.29,7.8,7.58,7.38,8.26,http://www.spec.org/cpu95/results/res9512/p033.html
321,1241,"2014-11-17 00:03:00.353444","2014-11-17 00:03:00.353444",1996-05-01,Intel,"Alder System (200MHz; 256KB L2)",8.09,8.09,8.11,7.81,7.65,6.99,8.62,8.43,8.21,9.14,http://www.spec.org/cpu95/results/res9512/p034.html
322,1056,"2014-11-17 00:03:00.377596","2014-11-17 00:03:00.377596",1998-06-01,"Intel Corp.","Intel AL440LX Motherboard(300MHz; Celeron processor)",8.81,8.81,7.84,12.1,7.39,4.59,10.6,11,11.7,8.39,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03483.html
323,1057,"2014-11-17 00:03:00.399498","2014-11-17 00:03:00.399498",1998-08-01,"Intel Corp.","Intel AL440LX Motherboard(333MHz; Celeron processor)",12.9,12.9,14.2,14.3,12.8,6.9,13.5,13.6,16.4,14.4,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03482.html
324,1058,"2014-11-17 00:03:00.422679","2014-11-17 00:03:00.422679",1999-01-01,"Intel Corp.","Intel AL440LX Motherboard(366 MHz; Celeron processor)",13.9,13.9,15.1,15.8,13.7,7.14,14.4,14.8,17.9,15.3,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03478.html
325,1059,"2014-11-17 00:03:00.451969","2014-11-17 00:03:00.451969",1999-01-01,"Intel Corp.","Intel AL440LX Motherboard(400 MHz; Celeron processor)",14.9,14.9,16.8,17.1,14.8,7.38,15.3,0,19.6,16.2,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03481.html
326,1060,"2014-11-17 00:03:00.525618","2014-11-17 00:03:00.525618",1999-03-01,"Intel Corp.","Intel AL440LX Motherboard(433 MHz; Celeron processor)",15.8,15.8,17.7,18.6,15.8,7.54,16.2,17.2,21.2,17.1,http://www.spec.org/cpu95/results/res99q2/cpu95-19990329-03491.html
327,1206,"2014-11-17 00:03:00.552072","2014-11-17 00:03:00.552072",1997-08-01,Intel,"Intel AL440LX motherboard (233MHz)",9.47,9.47,8.82,9.23,8.99,7.79,10,9.52,10.9,10.9,http://www.spec.org/cpu95/results/res97q4/cpu95-970916-02132.html
328,1206,"2014-11-17 00:03:00.573936","2014-11-17 00:03:00.573936",1997-08-01,"Intel Corporation","Intel AL440LX motherboard (233MHz; NT)",9.45,9.45,8.97,9.21,9.07,7.98,9.75,9.31,10.6,11.1,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02518.html
329,1207,"2014-11-17 00:03:00.597222","2014-11-17 00:03:00.597222",1997-08-01,Intel,"Intel AL440LX motherboard (266MHz)",10.8,10.8,10.1,10.5,10.2,8.77,11.6,10.8,12.4,12.3,http://www.spec.org/cpu95/results/res97q4/cpu95-970916-02135.html
330,1207,"2014-11-17 00:03:00.702186","2014-11-17 00:03:00.702186",1997-08-01,"Intel Corporation","Intel AL440LX motherboard (266MHz; NT)",10.8,10.8,10.2,10.5,10.3,9.05,11.1,10.6,12.1,12.5,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02520.html
331,1208,"2014-11-17 00:03:00.724460","2014-11-17 00:03:00.724460",1997-08-01,"Intel Corporation","Intel AL440LX motherboard (300MHz; L2 ECC; NT)",11.6,11.6,10.9,11.8,11.2,9.24,12.2,11.7,13.4,13.1,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02522.html
332,1208,"2014-11-17 00:03:00.747414","2014-11-17 00:03:00.747414",1997-08-01,Intel,"Intel AL440LX motherboard (300MHz; L2 w/ECC)",11.7,11.7,10.8,11.8,11.1,9.32,12.5,12,13.8,12.9,http://www.spec.org/cpu95/results/res97q4/cpu95-970916-02137.html
333,1209,"2014-11-17 00:03:00.771220","2014-11-17 00:03:00.771220",1998-01-01,"Intel Corporation","Intel AL440LX motherboard (333MHz; L2 ECC; NT)",12.7,12.7,12.1,13.1,12.3,9.71,13.2,12.9,14.8,14.3,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02524.html
334,1209,"2014-11-17 00:03:00.792850","2014-11-17 00:03:00.792850",1998-01-01,Intel,"Intel AL440LX motherboard (333MHz; L2 w/ECC)",12.8,12.8,12,13.1,12.1,9.57,13.7,13.2,15.2,14.3,http://www.spec.org/cpu95/results/res98q1/cpu95-980126-02342.html
335,1208,"2014-11-17 00:03:00.817478","2014-11-17 00:03:00.817478",1997-11-01,"Intel Corporation","Intel DK440LX motherboard (300MHz; L2 ECC; NT)",11.6,11.6,10.9,11.8,11.1,9.23,12.2,11.7,13.4,13.1,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02542.html
336,1209,"2014-11-17 00:03:00.847526","2014-11-17 00:03:00.847526",1998-01-01,"Intel Corporation","Intel DK440LX motherboard (333MHz; L2 ECC; NT)",12.7,12.7,12,13,12.2,9.71,13.2,12.9,14.8,14.3,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02544.html
337,1167,"2014-11-17 00:03:00.902755","2014-11-17 00:03:00.902755",1997-06-01,Intel,"Intel LT430TX Motherboard (133MHz)",4.01,4.01,4.18,4.21,4.04,3.44,4.58,2.97,4.87,4.11,http://www.spec.org/cpu95/results/res97q3/cpu95-970623-01955.html
338,1168,"2014-11-17 00:03:00.941163","2014-11-17 00:03:00.941163",1997-06-01,Intel,"Intel LT430TX Motherboard (150MHz)",4.13,4.13,4.1,4.56,4.08,3.45,4.83,3.18,5.13,4.08,http://www.spec.org/cpu95/results/res97q3/cpu95-970623-01958.html
339,1169,"2014-11-17 00:03:00.971761","2014-11-17 00:03:00.971761",1997-06-01,Intel,"Intel LT430TX Motherboard (166MHz)",4.58,4.58,4.54,5.07,4.54,3.86,5.37,3.53,5.68,4.47,http://www.spec.org/cpu95/results/res97q3/cpu95-970623-01957.html
340,1169,"2014-11-17 00:03:00.995822","2014-11-17 00:03:00.995822",1997-06-01,Intel,"Intel LT430TX Motherboard (166MHz; Intel MMX technology)",5.6,5.6,6.61,6.06,5.8,3.98,6.27,3.58,7.55,6.16,http://www.spec.org/cpu95/results/res97q3/cpu95-970623-01962.html
341,1170,"2014-11-17 00:03:01.017502","2014-11-17 00:03:01.017502",1997-06-01,Intel,"Intel LT430TX Motherboard (200MHz)",5.17,5.17,4.92,5.89,5.01,4.39,6.13,4.06,6.53,4.98,http://www.spec.org/cpu95/results/res97q3/cpu95-970623-01964.html
342,1170,"2014-11-17 00:03:01.035969","2014-11-17 00:03:01.035969",1997-06-01,Intel,"Intel LT430TX Motherboard (200MHz; Intel MMX technology)",6.44,6.44,7.27,7.23,6.54,4.49,7.31,4.17,8.96,6.98,http://www.spec.org/cpu95/results/res97q3/cpu95-970623-01965.html
343,1171,"2014-11-17 00:03:01.059897","2014-11-17 00:03:01.059897",1997-06-01,Intel,"Intel LT430TX Motherboard (233MHz; Intel MMX technology)",7.12,7.12,7.8,8.41,7.13,4.84,8.02,4.66,10.3,7.55,http://www.spec.org/cpu95/results/res97q3/cpu95-970623-01963.html
344,1167,"2014-11-17 00:03:01.095353","2014-11-17 00:03:01.095353",1997-06-01,"Intel Corporation","Intel LT430TX motherboard (133MHz; NT)",3.95,3.95,4.12,4.18,4.07,3.3,4.55,2.92,4.54,4.27,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02526.html
345,1168,"2014-11-17 00:03:01.116292","2014-11-17 00:03:01.116292",1997-06-01,"Intel Corporation","Intel LT430TX motherboard (150MHz; NT)",4.09,4.09,4.17,4.54,4.11,3.35,4.78,3.12,4.77,4.21,http://www.spec.org/cpu95/results/res98q1/cpu95-980302-02528.html
