id,processor_id,created_at,updated_at,hw_avail,test_sponsor,hw_model,basemean,peakmean,101_tomcatv,102_swim,103_su2cor,104_hydro2d,107_mgrid,110_applu,125_turb3d,141_apsi,145_fpppp,146_wave5,link
437,1424,"2014-11-17 00:05:53.666157","2014-11-17 00:05:53.666157",1998-03-01,"Sun; Palo Alto","Sun Ultra AXi",15.8,17,20.7,29.8,10.5,8.49,15,9.82,14.5,21.9,18.2,21,http://www.spec.org/cpu95/results/res98q2/cpu95-980428-02733.html
438,1412,"2014-11-17 00:05:53.687697","2014-11-17 00:05:53.687697",1997-08-01,"Sun; Mountain View","Sun Ultra Enterprise 450",17.2,18.8,26,35.7,11.5,8.57,18.9,10.6,14.3,21.5,19.2,21,http://www.spec.org/cpu95/results/res97q3/cpu95-970819-02036.html
439,1411,"2014-11-17 00:05:53.707237","2014-11-17 00:05:53.707237",1997-07-01,"Sun; Mountain View","Sun Ultra30",13.6,14.9,21,28.8,8.47,7.52,15.1,8.7,11.4,14.5,15.8,16.5,http://www.spec.org/cpu95/results/res97q3/cpu95-970721-01995.html
440,1412,"2014-11-17 00:05:53.727038","2014-11-17 00:05:53.727038",1997-07-01,"Sun; Mountain View","Sun Ultra30",16.2,18.3,24.4,32.9,10.9,9.42,17.8,9.71,13.4,20.5,19.1,17.1,http://www.spec.org/cpu95/results/res97q3/cpu95-970721-01997.html
441,1423,"2014-11-17 00:05:53.745772","2014-11-17 00:05:53.745772",1998-01-01,"Sun; Palo Alto","Ultra 10 300MHz",12,12.9,17.3,23.6,6.13,6.32,12.7,8.21,12,12.2,16.6,16,http://www.spec.org/cpu95/results/res98q1/cpu95-980128-02370.html
442,1424,"2014-11-17 00:05:53.765268","2014-11-17 00:05:53.765268",1998-06-01,"Sun; Palo Alto","Ultra 10 333MHz",15.7,18.1,21.9,29.9,10.5,8.53,15.5,9.81,14.2,22,16.1,20.4,http://www.spec.org/cpu95/results/res98q3/cpu95-980718-02904.html
443,1424,"2014-11-17 00:05:53.782422","2014-11-17 00:05:53.782422",1998-11-01,"Sun; Palo Alto","Ultra 10 Model 333",15.8,18.3,21.9,29.9,10.6,8.62,15.5,9.8,14.2,22,16.1,21,http://www.spec.org/cpu95/results/res98q4/cpu95-981118-03183.html
444,1425,"2014-11-17 00:05:53.803661","2014-11-17 00:05:53.803661",1998-11-01,"Sun; Palo Alto","Ultra 10 Model 360",17.1,19.9,23.7,32.4,11.5,9.32,16.8,10.6,15.4,23.7,17.3,22.7,http://www.spec.org/cpu95/results/res98q4/cpu95-981118-03173.html
445,1427,"2014-11-17 00:05:53.821696","2014-11-17 00:05:53.821696",1999-05-01,"Sun; Palo Alto","Ultra 10 Model 440",19.8,22.7,27.8,37.8,12.7,10.3,18.8,11.7,18.8,27.3,22.7,26.6,http://www.spec.org/cpu95/results/res99q2/cpu95-19990514-03654.html
446,1415,"2014-11-17 00:05:53.837890","2014-11-17 00:05:53.837890",1997-04-01,"Sun; Mountain View","Ultra 2 Creator (3D) Model 1300",14.5,15.5,23.9,29.6,9.35,8.46,13.6,8.68,13.9,16.7,19.1,14.2,http://www.spec.org/cpu95/results/res97q2/cpu95-970430-01841.html
447,1418,"2014-11-17 00:05:53.856781","2014-11-17 00:05:53.856781",1999-05-01,"Sun; Palo Alto","Ultra 2 Model 1400",19.8,22.3,27.6,37.2,13.2,10.3,19.6,11.3,18.3,26.7,23.8,25.8,http://www.spec.org/cpu95/results/res99q2/cpu95-19990514-03640.html
448,1409,"2014-11-17 00:05:53.873905","2014-11-17 00:05:53.873905",1996-05-01,"Sun; Mountain View","Ultra 2 Series 1170",8.94,9.33,17,22.6,5.66,5.32,8.36,5.93,5.96,6.79,12.8,11,http://www.spec.org/cpu95/results/res96q2/cpu95-960416-00702.html
449,1410,"2014-11-17 00:05:53.890953","2014-11-17 00:05:53.890953",1996-06-01,"Sun; Mountain View","Ultra 2 Series 1200",11.1,11.4,20.1,27.6,7.88,6.44,10.1,7.02,7.26,10.3,14.8,12.5,http://www.spec.org/cpu95/results/res96q2/cpu95-960416-00708.html
450,1414,"2014-11-17 00:05:53.989189","2014-11-17 00:05:53.989189",1998-07-01,"Sun; Palo Alto","Ultra 450",17.3,19.7,28.1,35.7,11.4,10.2,18.7,10.3,14.4,20.6,17.8,20.6,http://www.spec.org/cpu95/results/res98q3/cpu95-980718-02898.html
451,1422,"2014-11-17 00:05:54.010274","2014-11-17 00:05:54.010274",1998-01-01,"Sun; Palo Alto","Ultra 5 270MHz",8.8,10.1,13.9,15.1,4.47,5.25,9.47,7.17,7.39,7.66,11.8,12.4,http://www.spec.org/cpu95/results/res98q1/cpu95-980127-02355.html
452,1422,"2014-11-17 00:05:54.029046","2014-11-17 00:05:54.029046",1998-11-01,"Sun; Palo Alto","Ultra 5 Model 270",8.93,10.6,15.8,21.1,4.83,5.24,8.83,7.12,8.32,6.53,8.89,12.6,http://www.spec.org/cpu95/results/res98q4/cpu95-981118-03185.html
453,1424,"2014-11-17 00:05:54.047992","2014-11-17 00:05:54.047992",1998-11-01,"Sun; Palo Alto","Ultra 5 Model 333",15.8,18.3,21.9,29.9,10.6,8.61,15.5,9.8,14.3,21.9,16.1,21,http://www.spec.org/cpu95/results/res98q4/cpu95-981118-03187.html
454,1425,"2014-11-17 00:05:54.068153","2014-11-17 00:05:54.068153",1999-05-01,"Sun; Palo Alto","Ultra 5 Model 360",11.3,13.1,19.7,26.4,5.68,6.48,10.7,8.57,10.7,7.92,15.3,15.5,http://www.spec.org/cpu95/results/res99q2/cpu95-19990514-03648.html
455,1426,"2014-11-17 00:05:54.088447","2014-11-17 00:05:54.088447",2000-03-01,"Sun; Palo Alto","Ultra 5 Model 400",18.6,21.9,24,34,13,8.95,17.4,10.1,17,28.1,23.4,26.6,http://www.spec.org/cpu95/results/res2000q2/cpu95-20000317-04140.html
456,1414,"2014-11-17 00:05:54.110379","2014-11-17 00:05:54.110379",1998-03-01,"Sun; Palo Alto","Ultra 60 296MHz",17.1,18.4,25.4,35.5,11.1,9.94,18.6,10.4,13.8,20.2,19.2,21.3,http://www.spec.org/cpu95/results/res98q1/cpu95-980127-02361.html
457,1417,"2014-11-17 00:05:54.129932","2014-11-17 00:05:54.129932",1998-05-01,"Sun; Palo Alto","Ultra 60 Model 1360",21.9,23.5,31.6,44.7,14.9,14.9,24.3,12.7,17.3,26,22.8,25.9,http://www.spec.org/cpu95/results/res98q2/cpu95-980511-02761.html
458,1419,"2014-11-17 00:05:54.149741","2014-11-17 00:05:54.149741",1999-05-01,"Sun; Palo Alto","Ultra 60 Model 1450",23.9,27,32.9,44.2,15.8,16.1,25.3,12.9,20.7,30.4,26.8,30.5,http://www.spec.org/cpu95/results/res99q2/cpu95-19990514-03644.html
459,1419,"2014-11-17 00:05:54.169965","2014-11-17 00:05:54.169965",1999-11-01,"Sun; Palo Alto","Ultra 80 Model 1450",24.6,27.9,34.4,45,16.7,16.7,26.6,13.6,21,30.7,26.8,30.3,http://www.spec.org/cpu95/results/res99q4/cpu95-19991111-03920.html
460,1413,"2014-11-17 00:05:54.191710","2014-11-17 00:05:54.191710",1997-01-01,"Sun; Mountain View","Ultra Enterprise 4001/1",11.5,11.7,20.5,24,7.61,6.65,9.95,7.52,8.36,11.2,15.2,15.3,http://www.spec.org/cpu95/results/res97q1/cpu95-961220-01561.html
461,1416,"2014-11-17 00:05:54.211021","2014-11-17 00:05:54.211021",1998-03-01,"Sun; Menlo Park","Sun Enterprise 3000",19.5,20.4,28.6,36.8,12.8,13.4,20.7,10.3,15.7,25.2,22.1,24,http://www.spec.org/cpu95/results/res98q1/cpu95-980223-02460.html
